"Paper","Total Citations","TC per Year"
"CHRISTMAN SD, 2007, INT J EATING DISORD","34","2.4286"
"GYURKOVICS E, 2006, INT J EATING DISORD","34","2.2667"
"GALE C, 2006, INT J EATING DISORD","34","2.2667"
"REAS DL, 2006, INT J EATING DISORD","34","2.2667"
"JOHNSON JG, 2006, INT J EATING DISORD","34","2.2667"
"SEIFERT T, 2005, INT J EATING DISORD","34","2.1250"
"RÃ¸ Ã˜, 2005, INT J EATING DISORD-a","34","2.1250"
"RAYMOND NC, 2002, INT J EATING DISORD","34","1.7895"
"LLED- EP, 2001, INT J EATING DISORD","34","1.7000"
"SANDS R, 2000, INT J EATING DISORD","34","1.6190"
"JOINER JR TE, 2000, INT J EATING DISORD","34","1.6190"
"LEE YH, 1999, INT J EATING DISORD","34","1.5455"
"CONERS H, 1999, INT J EATING DISORD","34","1.5455"
"ABOU-SALEH MT, 1998, INT J EATING DISORD","34","1.4783"
"MUSANTE GJ, 1998, INT J EATING DISORD","34","1.4783"
"ZLOTNICK C, 1996, INT J EATING DISORD","34","1.3600"
"BOYADJIEVA S, 1996, INT J EATING DISORD","34","1.3600"
"JOHNSON WG, 1994, INT J EATING DISORD","34","1.2593"
"STEINER H, 1990, INT J EATING DISORD","34","1.0968"
"BLOUIN AG, 1990, INT J EATING DISORD","34","1.0968"
"BAILEY SM, 1990, INT J EATING DISORD","34","1.0968"
"WARDLE J, 1989, INT J EATING DISORD","34","1.0625"
"MITCHELL JE, 1986, INT J EATING DISORD","34","0.9714"
"BERLAND NW, 1986, INT J EATING DISORD","34","0.9714"
"WILLMUTH ME, 1985, INT J EATING DISORD","34","0.9444"
"WOOLEY OW, 1982, INT J EATING DISORD","34","0.8718"
"MCREYNOLDS WT, 1982, INT J EATING DISORD","34","0.8718"
"RIVA G, 2014, EATING WEIGHT DISORD","34","4.8571"
"GUERDJIKOVA AI, 2007, EATING WEIGHT DISORD","34","2.4286"
"DENNIS K, 2006, EATING WEIGHT DISORD","34","2.2667"
"DE CAPRIO C, 2000, EATING WEIGHT DISORD","34","1.6190"
"PETRIE TA, 2009, EATING DISORD","34","2.8333"
"MCLEAN CP, 2007, EATING DISORD","34","2.4286"
"THOMSEN SR, 2001, EATING DISORD","34","1.7000"
"KEMPA ML, 2000, EATING DISORD","34","1.6190"
"ZUCKER NL, 1999, EATING DISORD","34","1.5455"
"TCHANTURIA K, 2017, EUR EATING DISORD REV","34","8.5000"
"FLAMENT MF, 2015, EUR EATING DISORD REV","34","5.6667"
"ARCELUS J, 2014, EUR EATING DISORD REV","34","4.8571"
"ROBERTS CJ, 2014, EUR EATING DISORD REV","34","4.8571"
"GODDARD E, 2011, EUR EATING DISORD REV","34","3.4000"
"WALLER G, 2008, EUR EATING DISORD REV","34","2.6154"
"NORTON M, 2003, EUR EATING DISORD REV","34","1.8889"
"WILLIAMSON I, 1999, EUR EATING DISORD REV","34","1.5455"
"HALVARSSON K, 1998, EUR EATING DISORD REV","34","1.4783"
"BYRNE CE, 2015, INT J EATING DISORD","33","5.5000"
"CARDI V, 2014, INT J EATING DISORD","33","4.7143"
"BOEPPLE L, 2014, INT J EATING DISORD","33","4.7143"
"WADE TD, 2013, INT J EATING DISORD","33","4.1250"
"BUTRYN ML, 2011, INT J EATING DISORD","33","3.3000"
"STEELE AL, 2011, INT J EATING DISORD-a","33","3.3000"
"TRUNKO ME, 2011, INT J EATING DISORD","33","3.3000"
"MCELROY SL, 2011, INT J EATING DISORD-a","33","3.3000"
"YEN C-F, 2010, INT J EATING DISORD","33","3.0000"
"HILDEBRANDT T, 2010, INT J EATING DISORD","33","3.0000"
"VAN HOEKEN D, 2009, INT J EATING DISORD","33","2.7500"
"JOOS AAB, 2009, INT J EATING DISORD","33","2.7500"
"BOHON C, 2009, INT J EATING DISORD-a","33","2.7500"
"WADE TD, 2007, INT J EATING DISORD","33","2.3571"
"COUTURIER J, 2007, INT J EATING DISORD","33","2.3571"
"JACOBS-PILIPSKI MJ, 2007, INT J EATING DISORD","33","2.3571"
"LUNDGREN JD, 2006, INT J EATING DISORD","33","2.2000"
"STICE E, 2006, INT J EATING DISORD","33","2.2000"
"BROWN RF, 2005, INT J EATING DISORD","33","2.0625"
"WINSTON AP, 2004, INT J EATING DISORD","33","1.9412"
"BIRMINGHAM CL, 2004, INT J EATING DISORD-a","33","1.9412"
"MANGWETH B, 2004, INT J EATING DISORD","33","1.9412"
"MENDELSON BK, 2002, INT J EATING DISORD","33","1.7368"
"FRANK GK, 2001, INT J EATING DISORD","33","1.6500"
"GUPTA MA, 2000, INT J EATING DISORD","33","1.5714"
"FITZGIBBON ML, 2000, INT J EATING DISORD","33","1.5714"
"LUDWIG MR, 1999, INT J EATING DISORD","33","1.5000"
"JARRY JL, 1998, INT J EATING DISORD","33","1.4348"
"TREASURE JL, 1997, INT J EATING DISORD","33","1.3750"
"TILLER J, 1995, INT J EATING DISORD","33","1.2692"
"NEIMS DM, 1995, INT J EATING DISORD","33","1.2692"
"GLEAVES DH, 1994, INT J EATING DISORD","33","1.2222"
"HUON GF, 1994, INT J EATING DISORD-a","33","1.2222"
"KIRKLEY BG, 1992, INT J EATING DISORD","33","1.1379"
"GUPTA MA, 1990, INT J EATING DISORD","33","1.0645"
"HSU LKG, 1990, INT J EATING DISORD","33","1.0645"
"GANLEY RM, 1988, INT J EATING DISORD","33","1.0000"
"BEATTIE HJ, 1988, INT J EATING DISORD","33","1.0000"
"PHELAN PW, 1987, INT J EATING DISORD","33","0.9706"
"SMITH MC, 1986, INT J EATING DISORD","33","0.9429"
"MEHLER PS, 2015, J EATING DISORD-a","33","5.5000"
"LULÃ© D, 2014, EATING WEIGHT DISORD","33","4.7143"
"COSTARELLI V, 2012, EATING WEIGHT DISORD","33","3.6667"
"JACOANGELI F, 2006, EATING WEIGHT DISORD","33","2.2000"
"CACHELIN FM, 2006, EATING WEIGHT DISORD","33","2.2000"
"GRILO CM, 2001, EATING WEIGHT DISORD","33","1.6500"
"CINTI S, 2000, EATING WEIGHT DISORD","33","1.5714"
"PIRAN N, 2004, EATING DISORD","33","1.9412"
"MURRAY SH, 1995, EATING DISORD","33","1.2692"
"CHILDRESS AC, 1993, EATING DISORD","33","1.1786"
"IVANOVA IV, 2015, EUR EATING DISORD REV","33","5.5000"
"SCHMIDT U, 2013, EUR EATING DISORD REV","33","4.1250"
"LE GRANGE D, 2013, EUR EATING DISORD REV","33","4.1250"
"DORAN J, 2012, EUR EATING DISORD REV","33","3.6667"
"ROCKWELL RE, 2011, EUR EATING DISORD REV","33","3.3000"
"GOMES AR, 2011, EUR EATING DISORD REV","33","3.3000"
"MCINTOSH VVW, 2004, EUR EATING DISORD REV","33","1.9412"
"YANOVSKI SZ, 2015, INT J EATING DISORD","32","5.3333"
"GODDARD E, 2013, INT J EATING DISORD","32","4.0000"
"HALMI KA, 2012, INT J EATING DISORD","32","3.5556"
"GROLEAU P, 2012, INT J EATING DISORD","32","3.5556"
"TARANIS L, 2011, INT J EATING DISORD","32","3.2000"
"ESCOBAR-KOCH T, 2010, INT J EATING DISORD","32","2.9091"
"ZANARINI MC, 2010, INT J EATING DISORD","32","2.9091"
"ZACHRISSON HD, 2008, INT J EATING DISORD","32","2.4615"
"THOMPSON-BRENNER H, 2008, INT J EATING DISORD","32","2.4615"
"LARSEN JK, 2006, INT J EATING DISORD","32","2.1333"
"KLEIN DA, 2006, INT J EATING DISORD","32","2.1333"
"SINTON MM, 2005, INT J EATING DISORD","32","2.0000"
"ENGELBERG MJ, 2005, INT J EATING DISORD","32","2.0000"
"KRANTZ MJ, 2005, INT J EATING DISORD-a","32","2.0000"
"BACHNER-MELMAN R, 2004, INT J EATING DISORD","32","1.8824"
"FRANKO DL, 2004, INT J EATING DISORD","32","1.8824"
"STIRLING LJ, 2004, INT J EATING DISORD","32","1.8824"
"ABASCAL L, 2004, INT J EATING DISORD","32","1.8824"
"MA F-H, 2002, INT J EATING DISORD","32","1.6842"
"BULIK CM, 2001, INT J EATING DISORD","32","1.6000"
"LEIT RA, 2001, INT J EATING DISORD","32","1.6000"
"ABRAHAM S, 2001, INT J EATING DISORD-a","32","1.6000"
"WATERS A, 2001, INT J EATING DISORD","32","1.6000"
"BREWERTON TD, 2000, INT J EATING DISORD","32","1.5238"
"RORTY M, 2000, INT J EATING DISORD-a","32","1.5238"
"ROTENBERG KJ, 1999, INT J EATING DISORD","32","1.4545"
"WALLER G, 1996, INT J EATING DISORD","32","1.2800"
"WILLIAMS GÂ€J, 1994, INT J EATING DISORD","32","1.1852"
"BEUMONT PJV, 1994, INT J EATING DISORD","32","1.1852"
"WALLER G, 1993, INT J EATING DISORD","32","1.1429"
"PIRAN N, 1989, INT J EATING DISORD","32","1.0000"
"GREENBERG BR, 1986, INT J EATING DISORD","32","0.9143"
"GARFINKEL P, 1985, INT J EATING DISORD","32","0.8889"
"DELLÂ€™OSSO L, 2018, EATING WEIGHT DISORD","32","10.6667"
"EPSTEIN J, 2001, EATING WEIGHT DISORD","32","1.6000"
"SARLIO-LÃ¤HTEENKORVA S, 1998, EATING WEIGHT DISORD","32","1.3913"
"NARAYANAN V, 2009, EATING DISORD","32","2.6667"
"SIMMONS AM, 2008, EATING DISORD","32","2.4615"
"HAINES J, 2007, EATING DISORD","32","2.2857"
"POSAVAC SS, 2002, EATING DISORD","32","1.6842"
"LINDEMAN M, 2001, EATING DISORD","32","1.6000"
"TANTLEFF-DUNN S, 2000, EATING DISORD","32","1.5238"
"LINARDON J, 2017, EUR EATING DISORD REV","32","8.0000"
"MCCLELLAND J, 2016, EUR EATING DISORD REV","32","6.4000"
"STEFFEN KJ, 2015, EUR EATING DISORD REV","32","5.3333"
"MANASSE SM, 2014, EUR EATING DISORD REV","32","4.5714"
"MAGUIRE S, 2013, EUR EATING DISORD REV","32","4.0000"
"JONES WR, 2013, EUR EATING DISORD REV","32","4.0000"
"STEDAL K, 2012, EUR EATING DISORD REV","32","3.5556"
"BRATLAND-SANDA S, 2011, EUR EATING DISORD REV","32","3.2000"
"DE BRUIN AP, 2011, EUR EATING DISORD REV","32","3.2000"
"HELVERSKOV JL, 2010, EUR EATING DISORD REV","32","2.9091"
"RAPPS N, 2010, EUR EATING DISORD REV","32","2.9091"
"STEWART M-C, 2008, EUR EATING DISORD REV","32","2.4615"
"GATWARD N, 2007, EUR EATING DISORD REV","32","2.2857"
"RYAN V, 2006, EUR EATING DISORD REV","32","2.1333"
"THOMPSON SBN, 1993, EUR EATING DISORD REV","32","1.1429"
"SONNEVILLE KR, 2016, INT J EATING DISORD","31","6.2000"
"DAKANALIS A, 2016, INT J EATING DISORD","31","6.2000"
"HUMMEL AC, 2015, INT J EATING DISORD","31","5.1667"
"GAUDIANI JL, 2014, INT J EATING DISORD","31","4.4286"
"SLANE JD, 2014, INT J EATING DISORD","31","4.4286"
"OFLAZ S, 2013, INT J EATING DISORD","31","3.8750"
"MCELROY SL, 2013, INT J EATING DISORD","31","3.8750"
"KELLY NR, 2013, INT J EATING DISORD","31","3.8750"
"ZUNKER C, 2011, INT J EATING DISORD-a","31","3.1000"
"ACKARD DM, 2011, INT J EATING DISORD","31","3.1000"
"ANSCHUTZ DJ, 2009, INT J EATING DISORD","31","2.5833"
"BOSECK JJ, 2007, INT J EATING DISORD","31","2.2143"
"HRABOSKY JI, 2007, INT J EATING DISORD","31","2.2143"
"COOPER MJ, 2005, INT J EATING DISORD","31","1.9375"
"RODRÃ­GUEZ M, 2005, INT J EATING DISORD","31","1.9375"
"DUNCAN AE, 2005, INT J EATING DISORD","31","1.9375"
"HUMPHRY TA, 2004, INT J EATING DISORD","31","1.8235"
"MILOS G, 2004, INT J EATING DISORD-a","31","1.8235"
"HEPP U, 2004, INT J EATING DISORD","31","1.8235"
"WILDMAN P, 2004, INT J EATING DISORD","31","1.8235"
"LEE S, 2002, INT J EATING DISORD","31","1.6316"
"FESSLER DMT, 2002, INT J EATING DISORD","31","1.6316"
"SHEPPARD-SAWYER CL, 2000, INT J EATING DISORD","31","1.4762"
"LATZER Y, 1999, INT J EATING DISORD","31","1.4091"
"SANTONASTASO P, 1999, INT J EATING DISORD","31","1.4091"
"DEVAUD C, 1998, INT J EATING DISORD","31","1.3478"
"POWERS PS, 1998, INT J EATING DISORD","31","1.3478"
"BLACK CMD, 1997, INT J EATING DISORD","31","1.2917"
"DAVIS R, 1997, INT J EATING DISORD","31","1.2917"
"JOINER JR TE, 1997, INT J EATING DISORD","31","1.2917"
"FINK S, 1996, INT J EATING DISORD","31","1.2400"
"LEUNG F, 1996, INT J EATING DISORD-a","31","1.2400"
"LAM RW, 1996, INT J EATING DISORD","31","1.2400"
"STONER SA, 1996, INT J EATING DISORD","31","1.2400"
"VALDISERRI S, 1995, INT J EATING DISORD-a","31","1.1923"
"SALISBURY JJ, 1995, INT J EATING DISORD","31","1.1923"
"ROCK CL, 1994, INT J EATING DISORD","31","1.1481"
"RATHNER G, 1994, INT J EATING DISORD","31","1.1481"
"BUTOW P, 1993, INT J EATING DISORD","31","1.1071"
"OGDEN L, 1993, INT J EATING DISORD","31","1.1071"
"SMOLAK L, 1993, INT J EATING DISORD","31","1.1071"
"HERZOG DB, 1992, INT J EATING DISORD","31","1.0690"
"EISLER I, 1990, INT J EATING DISORD","31","1.0000"
"JOHNSON C, 1989, INT J EATING DISORD","31","0.9688"
"HAIMES AL, 1988, INT J EATING DISORD","31","0.9394"
"ROSEN JC, 1987, INT J EATING DISORD","31","0.9118"
"KADAMBARI R, 1986, INT J EATING DISORD","31","0.8857"
"TOUYZ SW, 1985, INT J EATING DISORD","31","0.8611"
"BAUER KW, 2013, J EATING DISORD","31","3.8750"
"GRIFFITHS S, 2013, J EATING DISORD","31","3.8750"
"TAO ZL, 2009, EATING WEIGHT DISORD","31","2.5833"
"SU JC, 2002, EATING WEIGHT DISORD","31","1.6316"
"TONG ST, 2013, EATING DISORD","31","3.8750"
"CHATTERTON JM, 2013, EATING DISORD","31","3.8750"
"KARUKIVI M, 2010, EATING DISORD","31","2.8182"
"GOLDFIELD GS, 2009, EATING DISORD","31","2.5833"
"LOCK J, 2008, EATING DISORD","31","2.3846"
"WOLFE BL, 2002, EATING DISORD","31","1.6316"
"VANDEREYCKEN W, 1993, EATING DISORD","31","1.1071"
"FERREIRA C, 2014, EUR EATING DISORD REV","31","4.4286"
"HILBERT A, 2013, EUR EATING DISORD REV","31","3.8750"
"AGÃ¼ERA Z, 2012, EUR EATING DISORD REV","31","3.4444"
"TCHANTURIA K, 2012, EUR EATING DISORD REV","31","3.4444"
"SEPÃºLVEDA AR, 2012, EUR EATING DISORD REV","31","3.4444"
"AHRBERG M, 2011, EUR EATING DISORD REV","31","3.1000"
"WESTERBERG-JACOBSON J, 2010, EUR EATING DISORD REV","31","2.8182"
"BRAET C, 2007, EUR EATING DISORD REV","31","2.2143"
"VANDEREYCKEN W, 2006, EUR EATING DISORD REV","31","2.0667"
"CRISP A, 2006, EUR EATING DISORD REV-a","31","2.0667"
"WILLIAMS C, 2003, EUR EATING DISORD REV","31","1.7222"
"LE GRANGE D, 2002, EUR EATING DISORD REV","31","1.6316"
"ORNSTEIN RM, 2017, INT J EATING DISORD","30","7.5000"
"BECKER CB, 2017, INT J EATING DISORD","30","7.5000"
"REINBLATT SP, 2015, INT J EATING DISORD","30","5.0000"
"SOLMI F, 2015, INT J EATING DISORD","30","5.0000"
"KOSMERLY S, 2015, INT J EATING DISORD","30","5.0000"
"RACINE SE, 2015, INT J EATING DISORD-a","30","5.0000"
"VAN DER KAAP-DEEDER J, 2014, INT J EATING DISORD","30","4.2857"
"HOYLE D, 2013, INT J EATING DISORD","30","3.7500"
"WILDES JE, 2013, INT J EATING DISORD","30","3.7500"
"LINDNER SE, 2012, INT J EATING DISORD","30","3.3333"
"ERTELT TW, 2011, INT J EATING DISORD","30","3.0000"
"STEELE AL, 2011, INT J EATING DISORD","30","3.0000"
"PERRIN EM, 2010, INT J EATING DISORD","30","2.7273"
"WENTZ E, 2009, INT J EATING DISORD","30","2.5000"
"BUTTON E, 2008, INT J EATING DISORD","30","2.3077"
"TREAT TA, 2008, INT J EATING DISORD","30","2.3077"
"AUSTIN JL, 2008, INT J EATING DISORD","30","2.3077"
"CURRIN L, 2007, INT J EATING DISORD","30","2.1429"
"LINDBLAD F, 2006, INT J EATING DISORD","30","2.0000"
"MURPHY R, 2004, INT J EATING DISORD","30","1.7647"
"BIRMINGHAM CL, 2003, INT J EATING DISORD-a","30","1.6667"
"BARBEE JG, 2003, INT J EATING DISORD","30","1.6667"
"HERMES SF, 2003, INT J EATING DISORD","30","1.6667"
"HOMMA Y, 2002, INT J EATING DISORD","30","1.5789"
"BAKKE B, 2001, INT J EATING DISORD","30","1.5000"
"BARANOWSKI MJ, 2001, INT J EATING DISORD","30","1.5000"
"CARLOS POSTON II WS, 1999, INT J EATING DISORD","30","1.3636"
"SURGENOR LJ, 1998, INT J EATING DISORD","30","1.3043"
"LE GRANGE D, 1997, INT J EATING DISORD","30","1.2500"
"MICKLEY D, 1996, INT J EATING DISORD","30","1.2000"
"MCKISACK C, 1996, INT J EATING DISORD","30","1.2000"
"CARTER FA, 1996, INT J EATING DISORD","30","1.2000"
"HABERMAS S T, 1996, INT J EATING DISORD","30","1.2000"
"SUZUKI K, 1994, INT J EATING DISORD","30","1.1111"
"LEVITAN RD, 1994, INT J EATING DISORD","30","1.1111"
"MEHLER PS, 1993, INT J EATING DISORD","30","1.0714"
"THIENEMANN M, 1993, INT J EATING DISORD","30","1.0714"
"GREENFELD DG, 1991, INT J EATING DISORD","30","1.0000"
"ROTHSCHILD BS, 1991, INT J EATING DISORD","30","1.0000"
"NORRING CEA, 1990, INT J EATING DISORD","30","0.9677"
"DOLAN B, 1990, INT J EATING DISORD","30","0.9677"
"KAFFMAN M, 1989, INT J EATING DISORD","30","0.9375"
"FEKKEN GC, 1988, INT J EATING DISORD","30","0.9091"
"SCHWEIGER U, 1987, INT J EATING DISORD","30","0.8824"
"BJÃ¶RVELL H, 1986, INT J EATING DISORD","30","0.8571"
"ZICKGRAF HF, 2016, J EATING DISORD","30","6.0000"
"CALUGI S, 2015, EATING WEIGHT DISORD","30","5.0000"
"BIRMINGHAM CL, 2006, EATING WEIGHT DISORD","30","2.0000"
"ZUCKER NL, 2006, EATING WEIGHT DISORD","30","2.0000"
"YANNAKOULIA M, 2004, EATING WEIGHT DISORD","30","1.7647"
"DOTTI A, 2002, EATING WEIGHT DISORD","30","1.5789"
"SMITH CF, 1998, EATING WEIGHT DISORD","30","1.3043"
"WAUTERS M, 1998, EAT WEIGHT DISORD","30","1.3043"
"BREWERTON TD, 2011, EATING DISORD-a","30","3.0000"
"BEN-PORATH DD, 2009, EATING DISORD","30","2.5000"
"DOUGLASS L, 2009, EATING DISORD","30","2.5000"
"DUNCAN AE, 2017, EUR EATING DISORD REV","30","7.5000"
"DAKANALIS A, 2016, EUR EATING DISORD REV","30","6.0000"
"WOLZ I, 2015, EUR EATING DISORD REV","30","5.0000"
"MARZOLA E, 2015, EUR EATING DISORD REV","30","5.0000"
"MÃ¼LLER A, 2014, EUR EATING DISORD REV","30","4.2857"
"VILLAREJO C, 2014, EUR EATING DISORD REV","30","4.2857"
"CLAES L, 2013, EUR EATING DISORD REV","30","3.7500"
"BRATLAND-SANDA S, 2012, EUR EATING DISORD REV","30","3.3333"
"SCHMIDT F, 2012, EUR EATING DISORD REV","30","3.3333"
"GONZÃ¡LEZ M, 2011, EUR EATING DISORD REV","30","3.0000"
"MCCABE MP, 2007, EUR EATING DISORD REV","30","2.1429"
"SANCHO C, 2005, EUR EATING DISORD REV","30","1.8750"
"NILSSON K, 2005, EUR EATING DISORD REV","30","1.8750"
"NIELSEN S, 1998, EUR EATING DISORD REV","30","1.3043"
"HODES M, 1997, EUR EATING DISORD REV","30","1.2500"
"MÃ¶RKL S, 2017, INT J EATING DISORD","29","7.2500"
"FORNEY KJ, 2016, INT J EATING DISORD-a","29","5.8000"
"BOOIJ L, 2015, INT J EATING DISORD","29","4.8333"
"REINBLATT SP, 2015, INT J EATING DISORD-a","29","4.8333"
"KEYES A, 2015, INT J EATING DISORD","29","4.8333"
"ACKARD DM, 2014, INT J EATING DISORD-a","29","4.1429"
"BRAUHARDT A, 2014, INT J EATING DISORD","29","4.1429"
"BAECHLE C, 2014, INT J EATING DISORD","29","4.1429"
"FORBUSH KT, 2014, INT J EATING DISORD","29","4.1429"
"TERRA X, 2013, INT J EATING DISORD","29","3.6250"
"LUCARELLI L, 2013, INT J EATING DISORD","29","3.6250"
"DINGEMANS AE, 2012, INT J EATING DISORD","29","3.2222"
"CHANDRA PS, 2012, INT J EATING DISORD","29","3.2222"
"LOCK J, 2012, INT J EATING DISORD","29","3.2222"
"NEUMARK-SZTAINER D, 2011, INT J EATING DISORD","29","2.9000"
"SANTONASTASO P, 2009, INT J EATING DISORD","29","2.4167"
"LE GRANGE D, 2008, INT J EATING DISORD","29","2.2308"
"STICE E, 2008, INT J EATING DISORD","29","2.2308"
"REGAN PC, 2006, INT J EATING DISORD","29","1.9333"
"MCDOWELL BD, 2003, INT J EATING DISORD","29","1.6111"
"FITZGERALD MP, 2002, INT J EATING DISORD","29","1.5263"
"WALDECK K, 2002, INT J EATING DISORD","29","1.5263"
"KEEL PK, 2000, INT J EATING DISORD","29","1.3810"
"MATSUNAGA H, 2000, INT J EATING DISORD-a","29","1.3810"
"CASE T, 1999, INT J EATING DISORD","29","1.3182"
"DAVIS R, 1999, INT J EATING DISORD","29","1.3182"
"WALLER G, 1998, INT J EATING DISORD","29","1.2609"
"HODGES EL, 1998, INT J EATING DISORD","29","1.2609"
"MEHLER PS, 1998, INT J EATING DISORD","29","1.2609"
"MCKISACK C, 1997, INT J EATING DISORD","29","1.2083"
"PLINER P, 1996, INT J EATING DISORD","29","1.1600"
"ROCK CL, 1995, INT J EATING DISORD","29","1.1154"
"STEINHAUSEN HÂ€C, 1993, INT J EATING DISORD-a","29","1.0357"
"WOOD A, 1992, INT J EATING DISORD","29","1.0000"
"PALMER RL, 1992, INT J EATING DISORD","29","1.0000"
"LABERG JC, 1991, INT J EATING DISORD","29","0.9667"
"ISRAEL AC, 1990, INT J EATING DISORD","29","0.9355"
"MITCHELL JE, 1985, INT J EATING DISORD-a","29","0.8056"
"ROSEN JC, 1985, INT J EATING DISORD","29","0.8056"
"ROYÂ€BYRNE P, 1984, INT J EATING DISORD","29","0.7838"
"SUGARMAN A, 1981, INT J EATING DISORD","29","0.7250"
"SUNG J, 2009, EATING WEIGHT DISORD","29","2.4167"
"HARBOTTLE EJ, 2008, EATING WEIGHT DISORD","29","2.2308"
"MARANO G, 2007, EATING WEIGHT DISORD","29","2.0714"
"BLAINE BE, 2007, EATING WEIGHT DISORD","29","2.0714"
"RUKAVINA T, 2006, EATING WEIGHT DISORD","29","1.9333"
"ALVAREZ-RAYÃ³N G, 2004, EATING WEIGHT DISORD","29","1.7059"
"WHITE MA, 2003, EATING WEIGHT DISORD","29","1.6111"
"GIANOTTI L, 2002, EATING WEIGHT DISORD","29","1.5263"
"WELTMAN A, 2001, EATING WEIGHT DISORD","29","1.4500"
"RAMACCIOTTI A, 2001, EATING WEIGHT DISORD","29","1.4500"
"DALLE GRAVE R, 2001, EATING WEIGHT DISORD","29","1.4500"
"TAGAY S, 2014, EATING DISORD","29","4.1429"
"BROWN CA, 2013, EATING DISORD","29","3.6250"
"ACKARD DM, 2011, EATING DISORD","29","2.9000"
"JUARASCIO AS, 2011, EATING DISORD","29","2.9000"
"LINVILLE D, 2010, EATING DISORD","29","2.6364"
"WARREN CS, 2009, EATING DISORD","29","2.4167"
"CUMELLA EJ, 2008, EATING DISORD","29","2.2308"
"KALUSKI DN, 2008, EATING DISORD","29","2.2308"
"CUMMINS LH, 2007, EATING DISORD","29","2.0714"
"FRISCH MJ, 2006, EATING DISORD","29","1.9333"
"DIXON RS, 2003, EATING DISORD","29","1.6111"
"SMEETS MAM, 1995, EATING DISORD","29","1.1154"
"FERNÃ¡NDEZ F, 1994, EATING DISORD","29","1.0741"
"CHANDLER SB, 1994, EATING DISORD","29","1.0741"
"RENWICK B, 2013, EUR EATING DISORD REV","29","3.6250"
"CLAES L, 2012, EUR EATING DISORD REV-a-b","29","3.2222"
"PEDERSEN SH, 2012, EUR EATING DISORD REV","29","3.2222"
"MANSOUR S, 2012, EUR EATING DISORD REV","29","3.2222"
"RODGERS RF, 2012, EUR EATING DISORD REV","29","3.2222"
"GOODWIN H, 2011, EUR EATING DISORD REV","29","2.9000"
"BENTO C, 2010, EUR EATING DISORD REV","29","2.6364"
"WILLINGE AC, 2010, EUR EATING DISORD REV","29","2.6364"
"SCHNEIDER N, 2009, EUR EATING DISORD REV","29","2.4167"
"BJÃ¶RK T, 2009, EUR EATING DISORD REV","29","2.4167"
"GELLER J, 2002, EUR EATING DISORD REV","29","1.5263"
"SURGENOR LJ, 2002, EUR EATING DISORD REV","29","1.5263"
"GRIFFITHS JA, 2000, EUR EATING DISORD REV","29","1.3810"
"MUMFORD DB, 2000, EUR EATING DISORD REV","29","1.3810"
"PARKINSON KN, 1998, EUR EATING DISORD REV","29","1.2609"
"MCLEAN SA, 2017, INT J EATING DISORD","28","7.0000"
"JAVARAS KN, 2015, INT J EATING DISORD","28","4.6667"
"LÃ¡ZARO L, 2013, INT J EATING DISORD","28","3.5000"
"RENWICK B, 2013, INT J EATING DISORD","28","3.5000"
"KNOPH C, 2013, INT J EATING DISORD","28","3.5000"
"GRILO CM, 2012, INT J EATING DISORD-a","28","3.1111"
"GROVER M, 2011, INT J EATING DISORD","28","2.8000"
"KNOPH BERG C, 2011, INT J EATING DISORD","28","2.8000"
"O'CONNOR G, 2011, INT J EATING DISORD","28","2.8000"
"SMITH AR, 2010, INT J EATING DISORD","28","2.5455"
"PODAR I, 2009, INT J EATING DISORD","28","2.3333"
"STEINHAUSEN H-C, 2009, INT J EATING DISORD","28","2.3333"
"MORGAN J, 2008, INT J EATING DISORD","28","2.1538"
"YANOVER T, 2008, INT J EATING DISORD","28","2.1538"
"NORDBÃ¸ RHS, 2008, INT J EATING DISORD","28","2.1538"
