"Document","DOI","Year","Local.Citations","Global.Citations"
"RORTY M, 1994, INT J EATING DISORD","3.0.CO;2-J"" target=""_blank"">10.1002/1098-108X(199412)16:43.0.CO;2-J","1994","5","45"
"HEFFERNAN K, 1994, INT J EATING DISORD","3.0.CO;2-C"" target=""_blank"">10.1002/1098-108X(199412)16:43.0.CO;2-C","1994","5","45"
"BUTOW P, 1993, INT J EATING DISORD","3.0.CO;2-3"" target=""_blank"">10.1002/1098-108X(199311)14:33.0.CO;2-3","1993","5","31"
"OGDEN J, 1993, INT J EATING DISORD","3.0.CO;2-Z"" target=""_blank"">10.1002/1098-108X(199301)13:13.0.CO;2-Z","1993","5","44"
"MAHAMEDI F, 1993, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/1098-108X(199304)13:33.0.CO;2-H","1993","5","25"
"MODES M, 1993, INT J EATING DISORD","3.0.CO;2-2"" target=""_blank"">10.1002/1098-108X(199304)13:33.0.CO;2-2","1993","5","36"
"BAKAN R, 1993, INT J EATING DISORD","3.0.CO;2-1"" target=""_blank"">10.1002/1098-108X(199303)13:23.0.CO;2-1","1993","5","43"
"STEERE J, 1993, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/1098-108X(199303)13:23.0.CO;2-Q","1993","5","23"
"TOUYZ SW, 1993, INT J EATING DISORD","3.0.CO;2-X"" target=""_blank"">10.1002/1098-108X(199311)14:33.0.CO;2-X","1993","5","45"
"KOEPP W, 1993, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/1098-108X(199307)14:13.0.CO;2-Q","1993","5","27"
"CHRISTENSEN L, 1993, INT J EATING DISORD","3.0.CO;2-U"" target=""_blank"">10.1002/1098-108X(199309)14:23.0.CO;2-U","1993","5","72"
"KIRKLEY BG, 1992, INT J EATING DISORD","3.0.CO;2-W"" target=""_blank"">10.1002/1098-108X(199209)12:23.0.CO;2-W","1992","5","33"
"STACHER G, 1992, INT J EATING DISORD","3.0.CO;2-R"" target=""_blank"">10.1002/1098-108X(199203)11:23.0.CO;2-R","1992","5","22"
"ROSSITER EM, 1992, INT J EATING DISORD","3.0.CO;2-J"" target=""_blank"">10.1002/1098-108X(199203)11:23.0.CO;2-J","1992","5","85"
"STEIGER H, 1992, INT J EATING DISORD-a","3.0.CO;2-D"" target=""_blank"">10.1002/1098-108X(199203)11:23.0.CO;2-D","1992","5","36"
"DENNISTON C, 1992, INT J EATING DISORD","3.0.CO;2-P"" target=""_blank"">10.1002/1098-108X(199212)12:43.0.CO;2-P","1992","5","26"
"PARRYÂ€JONES B, 1991, INT J EATING DISORD","3.0.CO;2-I"" target=""_blank"">10.1002/1098-108X(199103)10:23.0.CO;2-I","1991","5","15"
"MITCHELL JE, 1991, INT J EATING DISORD-a-b","3.0.CO;2-5"" target=""_blank"">10.1002/1098-108X(199101)10:13.0.CO;2-5","1991","5","12"
"FERRERO FP, 1991, INT J EATING DISORD","3.0.CO;2-V"" target=""_blank"">10.1002/1098-108X(199109)10:53.0.CO;2-V","1991","5","11"
"JOHNSON C, 1990, INT J EATING DISORD-a","3.0.CO;2-V"" target=""_blank"">10.1002/1098-108X(199011)9:63.0.CO;2-V","1990","5","107"
"BENÂ€TOVIM DI, 1990, INT J EATING DISORD","3.0.CO;2-S"" target=""_blank"">10.1002/1098-108X(199001)9:13.0.CO;2-S","1990","5","47"
"SLADE PD, 1990, INT J EATING DISORD","3.0.CO;2-A"" target=""_blank"">10.1002/1098-108X(199009)9:53.0.CO;2-A","1990","5","20"
"WARDLE J, 1989, INT J EATING DISORD","3.0.CO;2-D"" target=""_blank"">10.1002/1098-108X(198901)8:13.0.CO;2-D","1989","5","34"
"STEIGER H, 1989, INT J EATING DISORD","3.0.CO;2-K"" target=""_blank"">10.1002/1098-108X(198903)8:23.0.CO;2-K","1989","5","58"
"WING RR, 1989, INT J EATING DISORD","3.0.CO;2-5"" target=""_blank"">10.1002/1098-108X(198911)8:63.0.CO;2-5","1989","5","44"
"PIRAN N, 1989, INT J EATING DISORD-a","3.0.CO;2-1"" target=""_blank"">10.1002/1098-108X(198909)8:53.0.CO;2-1","1989","5","27"
"STRAUSS J, 1988, INT J EATING DISORD","3.0.CO;2-2"" target=""_blank"">10.1002/1098-108X(198801)7:13.0.CO;2-2","1988","5","23"
"KIRKLEY BG, 1988, INT J EATING DISORD","3.0.CO;2-F"" target=""_blank"">10.1002/1098-108X(198811)7:63.0.CO;2-F","1988","5","61"
"KLESGES RC, 1988, INT J EATING DISORD","3.0.CO;2-D"" target=""_blank"">10.1002/1098-108X(198805)7:33.0.CO;2-D","1988","5","154"
"BEUMONT PJV, 1988, INT J EATING DISORD","3.0.CO;2-7"" target=""_blank"">10.1002/1098-108X(198803)7:23.0.CO;2-7","1988","5","15"
"THOMPSON JK, 1988, INT J EATING DISORD-a-b-c","3.0.CO;2-H"" target=""_blank"">10.1002/1098-108X(198807)7:43.0.CO;2-H","1988","5","65"
"MCFARLANE AC, 1988, INT J EATING DISORD","3.0.CO;2-R"" target=""_blank"">10.1002/1098-108X(198809)7:53.0.CO;2-R","1988","5","23"
"VANDERLINDEN J, 1988, INT J EATING DISORD","3.0.CO;2-R"" target=""_blank"">10.1002/1098-108X(198809)7:53.0.CO;2-R","1988","5","27"
"PHELAN PW, 1987, INT J EATING DISORD","3.0.CO;2-M"" target=""_blank"">10.1002/1098-108X(198709)6:53.0.CO;2-M","1987","5","33"
"DOLCE JJ, 1987, INT J EATING DISORD","3.0.CO;2-Z"" target=""_blank"">10.1002/1098-108X(198705)6:33.0.CO;2-Z","1987","5","27"
"VANDERHEYDEN DA, 1987, INT J EATING DISORD","3.0.CO;2-M"" target=""_blank"">10.1002/1098-108X(198705)6:33.0.CO;2-M","1987","5","27"
"THOMPSON JK, 1987, INT J EATING DISORD-a","3.0.CO;2-2"" target=""_blank"">10.1002/1098-108X(198707)6:43.0.CO;2-2","1987","5","14"
"SILVERSTEIN B, 1986, INT J EATING DISORD-a","3.0.CO;2-G"" target=""_blank"">10.1002/1098-108X(198607)5:53.0.CO;2-G","1986","5","73"
"KADAMBARI R, 1986, INT J EATING DISORD","3.0.CO;2-O"" target=""_blank"">10.1002/1098-108X(198603)5:33.0.CO;2-O","1986","5","31"
"WILLIAMS RL, 1986, INT J EATING DISORD","3.0.CO;2-8"" target=""_blank"">10.1002/1098-108X(198607)5:53.0.CO;2-8","1986","5","56"
"GWIRTSMAN HE, 1986, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/1098-108X(198602)5:23.0.CO;2-H","1986","5","13"
"GREENBERG BR, 1986, INT J EATING DISORD","3.0.CO;2-3"" target=""_blank"">10.1002/1098-108X(198602)5:23.0.CO;2-3","1986","5","32"
"HUMPHREY LL, 1986, INT J EATING DISORD","3.0.CO;2-U"" target=""_blank"">10.1002/1098-108X(198602)5:23.0.CO;2-U","1986","5","70"
"WOLCHIK SA, 1986, INT J EATING DISORD","3.0.CO;2-P"" target=""_blank"">10.1002/1098-108X(198601)5:13.0.CO;2-P","1986","5","63"
"LEWIS LD, 1985, INT J EATING DISORD","3.0.CO;2-L"" target=""_blank"">10.1002/1098-108X(198508)4:33.0.CO;2-L","1985","5","39"
"GARFINKEL P, 1985, INT J EATING DISORD","10.1002/eat.2260040423","1985","5","32"
"CRISP AH, 1985, INT J EATING DISORD-a","3.0.CO;2-8"" target=""_blank"">10.1002/1098-108X(198502)4:13.0.CO;2-8","1985","5","16"
"SRIKAMESWARAN S, 1984, INT J EATING DISORD","3.0.CO;2-I"" target=""_blank"">10.1002/1098-108X(198421)3:33.0.CO;2-I","1984","5","17"
"SWIFT WJ, 1984, INT J EATING DISORD","3.0.CO;2-0"" target=""_blank"">10.1002/1098-108X(198421)3:33.0.CO;2-0","1984","5","6"
"BROTMAN AW, 1984, INT J EATING DISORD","3.0.CO;2-O"" target=""_blank"">10.1002/1098-108X(198422)3:43.0.CO;2-O","1984","5","35"
"LEMAIRE A, 1983, INT J EATING DISORD","3.0.CO;2-Y"" target=""_blank"">10.1002/1098-108X(198322)2:43.0.CO;2-Y","1983","5","15"
"EPLING WF, 1983, INT J EATING DISORD","3.0.CO;2-T"" target=""_blank"">10.1002/1098-108X(198323)3:13.0.CO;2-T","1983","5","135"
"HOLMGREN S, 1983, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/1098-108X(198321)2:23.0.CO;2-H","1983","5","24"
"WOOLEY OW, 1982, INT J EATING DISORD","3.0.CO;2-K"" target=""_blank"">10.1002/1098-108X(198221)1:33.0.CO;2-K","1982","5","34"
"WURTMAN JJ, 1981, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/1098-108X(198123)1:13.0.CO;2-Q","1981","5","120"
"MURRAY SB, 2018, J EATING DISORD","10.1186/s40337-018-0195-1","2018","5","13"
"DONNELLY B, 2018, J EATING DISORD","10.1186/s40337-018-0187-1","2018","5","20"
"DANIELSEN M, 2016, J EATING DISORD","10.1186/s40337-016-0096-0","2016","5","6"
"GLEAVES DH, 2014, J EATING DISORD","10.1186/2050-2974-2-6","2014","5","23"
"DEJONG H, 2013, J EATING DISORD","10.1186/2050-2974-1-43","2013","5","25"
"ROBERT SA, 2013, J EATING DISORD","10.1186/2050-2974-1-28","2013","5","18"
"PALAVRAS MA, 2013, J EATING DISORD","10.1186/2050-2974-1-26","2013","5","15"
"MURRAY SB, 2013, J EATING DISORD","10.1186/2050-2974-1-11","2013","5","27"
"HADDAD C, 2019, EATING WEIGHT DISORD","10.1007/s40519-018-00634-z","2019","5","16"
"AVNON A, 2018, EATING WEIGHT DISORD","10.1007/s40519-017-0415-8","2018","5","7"
"VELLA S-LC, 2017, EATING WEIGHT DISORD","10.1007/s40519-017-0400-2","2017","5","10"
"BREWERTON TD, 2017, EATING WEIGHT DISORD","10.1007/s40519-016-0355-8","2017","5","17"
"CAPRIO M, 2017, EATING WEIGHT DISORD","10.1007/s40519-016-0312-6","2017","5","41"
"OLGUIN P, 2017, EATING WEIGHT DISORD-a","10.1007/s40519-016-0313-5","2017","5","28"
"ERRICHIELLO L, 2016, EATING WEIGHT DISORD","10.1007/s40519-015-0211-2","2016","5","10"
"LEWER M, 2016, EATING WEIGHT DISORD","10.1007/s40519-015-0200-5","2016","5","21"
"CELLA S, 2013, EATING WEIGHT DISORD","10.1007/s40519-013-0017-z","2013","5","27"
"HARTMANN AS, 2013, EATING WEIGHT DISORD","10.1007/s40519-013-0004-4","2013","5","15"
"DANIELSEN M, 2012, EATING WEIGHT DISORD","10.1007/BF03325332","2012","5","7"
"DAHL JK, 2010, EATING WEIGHT DISORD","10.1007/BF03325306","2010","5","18"
"REBA-HARRELSON L, 2009, EATING WEIGHT DISORD","","2009","5","48"
"BRATLAND-SANDA S, 2009, EATING WEIGHT DISORD","10.1007/BF03327807","2009","5","14"
"HARBOTTLE EJ, 2008, EATING WEIGHT DISORD","","2008","5","29"
"GENTILE MG, 2008, EATING WEIGHT DISORD","10.1007/BF03327506","2008","5","17"
"DE MAN LAPIDOTH J, 2007, EATING WEIGHT DISORD","","2007","5","17"
"PERKINS S, 2007, EATING WEIGHT DISORD","10.1007/BF03327580","2007","5","11"
"KONRAD KK, 2007, EATING WEIGHT DISORD","10.1007/BF03327768","2007","5","21"
"GUERDJIKOVA AI, 2007, EATING WEIGHT DISORD","10.1007/BF03327777","2007","5","34"
"ZACHRISSON HD, 2006, EATING WEIGHT DISORD","10.1007/BF03327567","2006","5","27"
"RUKAVINA T, 2006, EATING WEIGHT DISORD","10.1007/BF03327741","2006","5","29"
"RAMACCIOTTI CE, 2005, EATING WEIGHT DISORD","10.1007/BF03353413","2005","5","19"
"LOMBARDO C, 2004, EATING WEIGHT DISORD","10.1007/BF03325051","2004","5","15"
"FOSSATI M, 2004, EATING WEIGHT DISORD","10.1007/BF03325057","2004","5","49"
"JOHNSON CS, 2004, EATING WEIGHT DISORD","10.1007/BF03325040","2004","5","19"
"MORA-GIRAL M, 2004, EAT WEIGHT DISORD","10.1007/BF03325062","2004","5","23"
"MELCHIONDA N, 2003, EAT WEIGHT DISORD","10.1007/BF03325012","2003","5","21"
"SZABO CP, 2002, EATING WEIGHT DISORD","10.1007/BF03324975","2002","5","26"
"CASU M, 2002, EATING WEIGHT DISORD","10.1007/BF03327462","2002","5","28"
"GARCÃ­A-VILCHES I, 2002, EATING WEIGHT DISORD","10.1007/BF03327461","2002","5","12"
"RAMACCIOTTI A, 2001, EATING WEIGHT DISORD","10.1007/BF03339766","2001","5","29"
"THAW JM, 2001, EATING WEIGHT DISORD","","2001","5","21"
"ALTUG A, 2000, EATING WEIGHT DISORD","","2000","5","21"
"MAZZETTI DI PIETRALATA M, 2000, EATING WEIGHT DISORD","10.1007/BF03327484","2000","5","9"
"GENDALL KA, 1999, EATING WEIGHT DISORD","10.1007/BF03339730","1999","5","12"
"WILLIAMSON DA, 1999, EATING WEIGHT DISORD","10.1007/BF03339725","1999","5","52"
"STEIGER H, 2017, EATING DISORD","10.1080/10640266.2016.1269558","2017","5","7"
"MOND JM, 2016, EATING DISORD","10.1080/10640266.2015.1113824","2016","5","14"
"ANDERSON LK, 2015, EATING DISORD","10.1080/10640266.2015.1042319","2015","5","9"
"ZAITSOFF S, 2015, EATING DISORD","10.1080/10640266.2014.964623","2015","5","23"
"SABEL AL, 2014, EATING DISORD","10.1080/10640266.2014.890459","2014","5","11"
"SERDAR K, 2014, EATING DISORD","10.1080/10640266.2013.874824","2014","5","15"
"BÃ©GIN C, 2013, EATING DISORD","10.1080/10640266.2013.779188","2013","5","10"
"Ã…LGARS M, 2012, EATING DISORD","10.1080/10640266.2012.668482","2012","5","41"
"NORRIS ML, 2012, EATING DISORD","10.1080/10640266.2012.715520","2012","5","19"
"PRETLOW RA, 2011, EATING DISORD","10.1080/10640266.2011.584803","2011","5","46"
"ACKARD DM, 2011, EATING DISORD-a","10.1080/10640266.2010.511909","2011","5","11"
"NOORDENBOS G, 2011, EATING DISORD-a","10.1080/10640266.2011.618738","2011","5","15"
"WILLIAMS M, 2010, EATING DISORD","10.1080/10640260903585524","2010","5","11"
"DITTMANN KA, 2009, EATING DISORD","10.1080/10640260902991111","2009","5","50"
"NGUYEN-RODRIGUEZ ST, 2009, EATING DISORD","10.1080/10640260902848543","2009","5","61"
"BEN-PORATH DD, 2009, EATING DISORD","10.1080/10640260902848576","2009","5","30"
"SIMMONS AM, 2008, EATING DISORD","10.1080/10640260802116017","2008","5","32"
"KALUSKI DN, 2008, EATING DISORD","10.1080/10640260801887303","2008","5","29"
"COGAN JC, 2008, EATING DISORD","10.1080/10640260701771664","2008","5","20"
"GENTILE K, 2007, EATING DISORD","10.1080/10640260701667904","2007","5","42"
"CLAES L, 2007, EATING DISORD","10.1080/10640260701454329","2007","5","26"
"SCOTT RICHARDS P, 2006, EATING DISORD","10.1080/10640260600952548","2006","5","69"
"TIERNEY S, 2005, EATING DISORD","10.1080/10640260591005254","2005","5","24"
"HONEY A, 2005, EATING DISORD","10.1080/10640260591005245","2005","5","18"
"HALMI KA, 2005, EATING DISORD","10.1080/10640260590893683","2005","5","18"
"KENNEDY MA, 2004, EATING DISORD","10.1080/10640260490521415","2004","5","40"
"O'DEA JA, 2004, EATING DISORD","10.1080/10640260490481438","2004","5","74"
"SMITH FT, 2003, EATING DISORD","10.1080/10640260390167456-2199","2003","5","46"
"ANDERSON CB, 2002, EATING DISORD","10.1002/erv.472","2002","5","44"
"LINDEMAN M, 2001, EATING DISORD","10.1080/10640260127552","2001","5","32"
"GILBERT AA, 2000, EATING DISORD","10.1080/10640260008251240","2000","5","24"
"KEMPA ML, 2000, EATING DISORD","10.1080/10640260008251209","2000","5","34"
"FRANKO DL, 1998, EATING DISORD","10.1080/10640269808249245","1998","5","23"
"COMMERFORD MC, 1997, EATING DISORD","10.1080/10640269708249205","1997","5","21"
"STRONG KG, 1997, EATING DISORD","10.1080/10640269708249212","1997","5","25"
"PIRAN N, 1996, EATING DISORD-a","10.1080/10640269608249192","1996","5","28"
"GRESKO RB, 1994, EATING DISORD","10.1080/10640269408249100","1994","5","15"
"CHANDLER SB, 1994, EATING DISORD","10.1080/10640269408249130","1994","5","29"
"THOMPSON RA, 1993, EATING DISORD","10.1080/10640269308248268","1993","5","16"
"SOLMI M, 2019, EUR EATING DISORD REV","10.1002/erv.2633","2019","5","9"
"STEWARD T, 2018, EUR EATING DISORD REV","10.1002/erv.2636","2018","5","12"
"SCHULTE EM, 2018, EUR EATING DISORD REV","10.1002/erv.2575","2018","5","19"
"STEWARD T, 2017, EUR EATING DISORD REV","10.1002/erv.2543","2017","5","22"
"CARDI V, 2017, EUR EATING DISORD REV-a","10.1002/erv.2493","2017","5","19"
"RHIND C, 2016, EUR EATING DISORD REV","10.1002/erv.2442","2016","5","10"
"PHILLIPOU A, 2016, EUR EATING DISORD REV","10.1002/erv.2423","2016","5","23"
"MCCLELLAND J, 2016, EUR EATING DISORD REV","10.1002/erv.2414","2016","5","32"
"DAPELO MM, 2016, EUR EATING DISORD REV","10.1002/erv.2403","2016","5","18"
"ZEILER M, 2016, EUR EATING DISORD REV","10.1002/erv.2368","2016","5","23"
"ROBINSON PH, 2015, EUR EATING DISORD REV","10.1002/erv.2367","2015","5","19"
"AGÃ¼ERA Z, 2015, EUR EATING DISORD REV","10.1002/erv.2404","2015","5","23"
"KOTHARI R, 2014, EUR EATING DISORD REV","10.1002/erv.2274","2014","5","15"
"ARCELUS J, 2014, EUR EATING DISORD REV","10.1002/erv.2271","2014","5","34"
"LLOYD S, 2014, EUR EATING DISORD REV","10.1002/erv.2313","2014","5","22"
"RHIND C, 2014, EUR EATING DISORD REV","10.1002/erv.2298","2014","5","16"
"MACHADO BC, 2014, EUR EATING DISORD REV","10.1002/erv.2286","2014","5","21"
"WEIDER S, 2014, EUR EATING DISORD REV","10.1002/erv.2260","2014","5","15"
"BARTHOLDY S, 2013, EUR EATING DISORD REV","10.1002/erv.2250","2013","5","36"
"MCCLELLAND J, 2013, EUR EATING DISORD REV-a","10.1002/erv.2266","2013","5","24"
"KOCH S, 2013, EUR EATING DISORD REV","10.1002/erv.2231","2013","5","12"
"KRUG I, 2013, EUR EATING DISORD REV","10.1002/erv.2204","2013","5","18"
"BINFORD HOPF RB, 2013, EUR EATING DISORD REV","10.1002/erv.2196","2013","5","24"
"GARCÃ­A-GARCÃ­A I, 2013, EUR EATING DISORD REV","10.1002/erv.2216","2013","5","85"
"ROBINSON AL, 2013, EUR EATING DISORD REV","10.1002/erv.2180","2013","5","35"
"EMANUELLI F, 2012, EUR EATING DISORD REV","10.1002/erv.2159","2012","5","10"
"AGÃ¼ERA Z, 2012, EUR EATING DISORD REV","10.1002/erv.2163","2012","5","31"
"CLAES L, 2012, EUR EATING DISORD REV-a-b","10.1002/erv.1161","2012","5","29"
"HOFFMAN ER, 2012, EUR EATING DISORD REV","10.1002/erv.2161","2012","5","27"
"JONES M, 2012, EUR EATING DISORD REV","10.1002/erv.2167","2012","5","16"
"ALLEN KL, 2012, EUR EATING DISORD REV","10.1002/erv.1131","2012","5","20"
"JOOS AAB, 2012, EUR EATING DISORD REV","10.1002/erv.1132","2012","5","10"
"NILSSON K, 2012, EUR EATING DISORD REV","10.1002/erv.1127","2012","5","10"
"MACDONALD P, 2011, EUR EATING DISORD REV","10.1002/erv.1065","2011","5","20"
"SLY R, 2011, EUR EATING DISORD REV","10.1002/erv.1061","2011","5","11"
"AHRBERG M, 2011, EUR EATING DISORD REV","10.1002/erv.1100","2011","5","31"
"FORD G, 2011, EUR EATING DISORD REV","10.1002/erv.1053","2011","5","10"
"HART S, 2011, EUR EATING DISORD REV-a","10.1002/erv.1051","2011","5","11"
"BJÃ¶RK T, 2011, EUR EATING DISORD REV","10.1002/erv.1031","2011","5","15"
"TREASURE J, 2010, EUR EATING DISORD REV","10.1002/erv.1034","2010","5","23"
"REID M, 2010, EUR EATING DISORD REV","10.1002/erv.976","2010","5","19"
"ROOTS P, 2009, EUR EATING DISORD REV","10.1002/erv.944","2009","5","20"
"AYTON A, 2009, EUR EATING DISORD REV","10.1002/erv.887","2009","5","16"
"LOPEZ C, 2008, EUR EATING DISORD REV","10.1002/erv.866","2008","5","25"
"HOSTE RR, 2008, EUR EATING DISORD REV","10.1002/erv.856","2008","5","12"
"NILSSON K, 2008, EUR EATING DISORD REV","10.1002/erv.850","2008","5","42"
"NUNN K, 2008, EUR EATING DISORD REV","10.1002/erv.890","2008","5","79"
"BRYANT-WAUGH R, 2007, EUR EATING DISORD REV-a","10.1002/erv.790","2007","5","15"
"GATWARD N, 2007, EUR EATING DISORD REV","10.1002/erv.718","2007","5","32"
"DONOVAN CL, 2006, EUR EATING DISORD REV","10.1002/erv.711","2006","5","16"
"VANDEREYCKEN W, 2006, EUR EATING DISORD REV-a","10.1002/erv.721","2006","5","58"
"BLACKBURN S, 2006, EUR EATING DISORD REV","10.1002/erv.675","2006","5","24"
"PEAKE KJ, 2005, EUR EATING DISORD REV","10.1002/erv.627","2005","5","16"
"PEAKE KJ, 2005, EUR EATING DISORD REV-a","10.1002/erv.645","2005","5","14"
"EVANS L, 2005, EUR EATING DISORD REV","10.1002/erv.621","2005","5","28"
"HALSE C, 2005, EUR EATING DISORD REV","10.1002/erv.624","2005","5","17"
"RICHARD M, 2005, EUR EATING DISORD REV","10.1002/erv.636","2005","5","16"
"RICHARD M, 2005, EUR EATING DISORD REV-a","10.1002/erv.638","2005","5","43"
"DE ZWAAN M, 2004, EUR EATING DISORD REV","10.1002/erv.602","2004","5","19"
"TCHANTURIA K, 2004, EUR EATING DISORD REV","10.1002/erv.608","2004","5","73"
"COTRUFO P, 2004, EUR EATING DISORD REV","10.1002/erv.576","2004","5","11"
"BECKER-STOLL F, 2004, EUR EATING DISORD REV","10.1002/erv.566","2004","5","27"
"GARCÃ­A-GRAU E, 2004, EUR EATING DISORD REV","10.1002/erv.550","2004","5","18"
"NORTON M, 2003, EUR EATING DISORD REV","10.1002/erv.518","2003","5","34"
"SCHMIDT U, 2002, EUR EATING DISORD REV","10.1002/erv.465","2002","5","22"
"KARWAUTZ A, 2002, EUR EATING DISORD REV","10.1002/erv.476","2002","5","22"
"KESKI-RAHKONEN A, 2001, EUR EATING DISORD REV","10.1002/erv.429","2001","5","12"
"TROOP NA, 2000, EUR EATING DISORD REV","3.0.CO;2-T"" target=""_blank"">10.1002/1099-0968(200010)8:53.0.CO;2-T","2000","5","15"
"GRIFFITHS JA, 2000, EUR EATING DISORD REV","3.0.CO;2-C"" target=""_blank"">10.1002/1099-0968(200008)8:43.0.CO;2-C","2000","5","29"
"ROBINSON PH, 2000, EUR EATING DISORD REV","3.0.CO;2-R"" target=""_blank"">10.1002/(SICI)1099-0968(200003)8:23.0.CO;2-R","2000","5","17"
"JONES SC, 1999, EUR EATING DISORD REV","3.0.CO;2-U"" target=""_blank"">10.1002/(SICI)1099-0968(199903)7:13.0.CO;2-U","1999","5","10"
"O'KEEFE P, 1999, EUR EATING DISORD REV","3.0.co;2-%23"" target=""_blank"">10.1002/(sici)1099-0968(199905)7:23.0.co;2-%23","1999","5","13"
"TILLER J, 1998, EUR EATING DISORD REV","3.0.CO;2-Y"" target=""_blank"">10.1002/(SICI)1099-0968(199809)6:33.0.CO;2-Y","1998","5","16"
"SERFATY M, 1998, EUR EATING DISORD REV","3.0.CO;2-5"" target=""_blank"">10.1002/(SICI)1099-0968(199803)6:13.0.CO;2-5","1998","5","20"
"HUGHES P, 1997, EUR EATING DISORD REV","3.0.CO;2-B"" target=""_blank"">10.1002/(SICI)1099-0968(199712)5:43.0.CO;2-B","1997","5","18"
"HODES M, 1997, EUR EATING DISORD REV","","1997","5","30"
"DALLE GRAVE R, 1996, EUR EATING DISORD REV","","1996","5","27"
"SCHMIDT U, 1995, EUR EATING DISORD REV","10.1002/erv.2400030206","1995","5","10"
"FURNHAM A, 1995, EUR EATING DISORD REV","10.1002/erv.2400030107","1995","5","13"
"GRILLOT CL, 2018, INT J EATING DISORD","10.1002/eat.22965","2018","4","7"
"NICKEL K, 2018, INT J EATING DISORD","10.1002/eat.22918","2018","4","11"
"CHOQUETTE EM, 2018, INT J EATING DISORD","10.1002/eat.22926","2018","4","7"
"WALKER DC, 2018, INT J EATING DISORD","10.1002/eat.22867","2018","4","11"
"CONCEIÃ§Ã£O EM, 2018, INT J EATING DISORD","10.1002/eat.22862","2018","4","11"
"MATHISEN TF, 2018, INT J EATING DISORD","10.1002/eat.22841","2018","4","7"
"SMITH KE, 2018, INT J EATING DISORD-a","10.1002/eat.22836","2018","4","12"
"LAVAGNINO L, 2018, INT J EATING DISORD","10.1002/eat.22828","2018","4","13"
"FRANK GKW, 2018, INT J EATING DISORD","10.1002/eat.22829","2018","4","16"
"OLIVO G, 2018, INT J EATING DISORD","10.1002/eat.22805","2018","4","10"
"MÃ¶RKL S, 2017, INT J EATING DISORD","10.1002/eat.22801","2017","4","29"
